CXSMILES,Molecule Name,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
"O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21 |&1:27,33|",ASAP-0029722,Train,4.23,4.93
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)COC2,ASAP-0029727,Train,,4.27
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |&1:1,&2:19|",ASAP-0029731,Train,4.85,5.53
"CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,4,6|",ASAP-0029734,Train,,4.27
COC(C)(C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029742,Train,,5.08
CC1=NC2=CC=CC=C2N1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:11|,ASAP-0029752,Train,4.3,
CN(C)[C@]1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:3|,ASAP-0029754,Train,,4.19
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CNC3=CC=CC=C23)C1 |&1:17|,ASAP-0029765,Train,,4.57
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=C(F)C(F)=C2)C1 |&1:16|,ASAP-0029767,Train,,4.71
"C[C@H]1CCC[C@@H](CNC(=O)C(F)(F)F)N1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,5|",ASAP-0029775,Train,,4.42
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCS(=O)(=O)[C@H]2C1 |&1:15,22|",ASAP-0029776,Train,,4.04
CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=CC=C21 |&1:4|,ASAP-0029787,Train,4.6,4.76
CN1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C2=CC=CC=C21,ASAP-0029791,Train,4.27,4.54
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CCC[C@H]1C1=C(C2)NN=C1 |&1:14,&2:18|",ASAP-0029793,Train,,4.82
"C[C@H]1C[C@H](C2CCCCC2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0029794,Train,,5.22
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCC1=CC=CC=C1 |&1:17|,ASAP-0029798,Train,,4.83
"CC[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C1=CC=C(OC)C=C1 |&1:2,19|",ASAP-0029806,Train,,4.88
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2 |&1:18|,ASAP-0029809,Train,,4.78
"CC1=CC=CC=C1[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:7,&2:9|",ASAP-0029811,Train,,4.86
COCC1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029818,Train,,4.63
"COC1=CC=CC([C@H](C)[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:7,&2:9|",ASAP-0029819,Train,,4.79
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(OC2CCC2)CC1,ASAP-0029822,Train,,4.3
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@H]12 |&1:1,&2:18,&3:23|",ASAP-0029825,Train,,5.28
"N#C[C@H](C1=CC=CC=C1)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,&2:9|",ASAP-0029839,Train,,4.46
"O=C1C[C@H]2COC[C@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:3,&2:7|",ASAP-0029846,Train,,4.27
CN1N=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:7|,ASAP-0029848,Train,4.36,4.12
"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C(F)(F)F)S3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",ASAP-0029849,Train,7.23,7.36
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)CC2(CCC2)C1,ASAP-0029855,Train,,4.22
"C[C@H]1C[C@H](C2=CC=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0029861,Train,,5.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1 |&1:16|,ASAP-0029866,Train,4.74,5.62
"C[C@H]1C[C@H](C2=CC=CC=C2)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0029867,Train,,4.85
"CN1CCC[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21 |&1:5,&2:23|",ASAP-0029868,Train,,4.37
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](OC2=CC=CC=C2)C1 |&1:17|,ASAP-0029869,Train,,4.27
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |&1:15,18,19|",ASAP-0029873,Train,4.84,5.26
"COC1=CC=CC([C@H]2C[C@H](C)CN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:7,&2:9|",ASAP-0029878,Train,5.5,5.02
"C[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:3|",ASAP-0029882,Train,4.26,4.38
"N#CC1[C@H]2CC[C@H]1CN(C(=O)CC1=CN=CC3=CC=CC=C13)C2 |&1:3,&2:6|",ASAP-0029884,Train,,4.86
CN(C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1 |&1:3|,ASAP-0029885,Train,,4.91
CCN1C=CN=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:7|,ASAP-0029887,Train,4.22,4.14
"CS(=O)(=O)C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5,7,11|",ASAP-0029897,Train,,4.22
"CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |&1:6,8|",ASAP-0029903,Train,6.01,6.27
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1CS(=O)(=O)C2 |&1:14,&2:17|",ASAP-0029904,Train,,4.31
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(NC2=CC=CC3=NC=CC=C23)CC1,ASAP-0029906,Train,,4.07
COC1=CC=CC([C@]2(F)CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:7|,ASAP-0029907,Train,,4.87
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=CNN=C21 |&1:1|,ASAP-0029910,Train,,4.09
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2C[C@H]1CN2C1=CC=CC=C1 |a:15,17|",ASAP-0029918,Train,,4.14
N#CC1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C1,ASAP-0029925,Train,,4.06
COCC(=O)[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:5|,ASAP-0029929,Train,,4.06
COC1=CC=CC=C1OC[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:10|,ASAP-0029930,Train,4.88,4.14
CN(C)C1=NOC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=N1 |&1:7|,ASAP-0030029,Train,4.51,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |&1:17|,ASAP-0030057,Train,4.01,5.27
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CO1 |a:9,32|",ASAP-0030064,Train,7.12,8.18
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1 |o1:16|,ASAP-0030702,Train,3.55,5.35
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1 |o1:16|,ASAP-0030703,Train,4.53,5.54
C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |o1:1|,ASAP-0030717,Train,5.22,5.79
C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |o1:1|,ASAP-0030718,Train,5.13,5.55
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@@H]2C1 |o1:15,22|",ASAP-0030750,Train,4.09,5.76
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@@H]2C1 |o1:15,22|",ASAP-0030751,Train,4.08,6.03
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1 |o1:16|,ASAP-0030756,Train,4.53,5.16
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1 |o1:16|,ASAP-0030757,Train,4.11,5.34
"COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",ASAP-0030807,Train,6.22,5.87
"COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",ASAP-0030808,Train,6.16,6.19
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1 |o1:16,23|",ASAP-0030810,Train,5.23,6.28
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1 |o1:16,23|",ASAP-0030811,Train,4.08,5.33
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0030817,Train,5.77,5.49
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0030818,Train,5.59,5.29
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1 |o1:16|,ASAP-0030856,Train,4.85,5.03
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1 |o1:16|,ASAP-0030857,Train,4.06,5.28
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,ASAP-0030878,Train,4.7,5.23
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,ASAP-0030879,Train,4.48,5.15
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1 |o1:1,18|",ASAP-0030906,Train,4.26,5.15
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1 |o1:1,18|",ASAP-0030907,Train,5.27,5.34
"CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:2,4|",ASAP-0030921,Train,5.49,6.13
"CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:2,4|",ASAP-0030922,Train,5.87,5.92
COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |o1:8|,ASAP-0030943,Train,4.05,5.28
COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |o1:8|,ASAP-0030944,Train,4.57,5.36
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@@H]1CCC2 |o1:14,18|",ASAP-0030974,Train,4.83,5.45
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@@H]1CCC2 |o1:14,18|",ASAP-0030975,Train,4.61,4.95
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0030982,Train,4.46,5.1
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0030983,Train,4.42,6.23
CC1=CSC2=C1CN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2,ASAP-0030989,Train,4.99,6.48
"CC1=NN=C(NC[C@H]2CN(C3=CN=CC4=CC=CC=C34)C(=O)[C@@]23CN(CC2=NNC=C2)C(=O)C2=CC=C(Cl)C=C23)O1 |a:7,22|",ASAP-0031001,Train,6.93,7.68
CC1=CC2=C(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)S1,ASAP-0031005,Train,3.98,5.38
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |o1:15,18,19|",ASAP-0031011,Train,4.58,4.75
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |o1:15,18,19|",ASAP-0031012,Train,5.02,5.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |o1:17|,ASAP-0031015,Train,4.43,4.26
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |o1:17|,ASAP-0031016,Train,4.09,5.61
O=C(CC1=CC=CN=C1)N1CCC2=C(C=CS2)C1,ASAP-0031116,Train,4.4,4.47
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CC[C@H]1C2 |&1:16,&2:19|",ASAP-0031123,Train,4.81,4.67
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12 |o1:1,18,23|",ASAP-0031127,Train,4.41,5.49
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12 |o1:1,18,23|",ASAP-0031128,Train,4.65,5.21
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCC12COC2 |&1:1|,ASAP-0031151,Train,4.29,4.03
"C[C@H]1C[C@H]2C[C@@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3,5|",ASAP-0031159,Train,4.78,4.98
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1O |&1:1,19|",ASAP-0031184,Train,4.93,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(O)CC1C2,ASAP-0031185,Train,4.22,
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1O |&1:1,19|",ASAP-0031186,Train,4.06,4.6
"CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |o1:6,8|",ASAP-0031188,Train,5.22,5.93
C[C@@H](O)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |a:1|,ASAP-0031192,Train,4.35,4.32
N#CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031195,Train,4.01,4.74
CN1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031198,Train,4.34,
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1 |o1:16|,ASAP-0031217,Train,4.5,5.18
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1 |o1:16|,ASAP-0031218,Train,4.92,5.99
C[C@H]1CN(C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0031223,Train,4.92,
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@@H]1C2 |a:16,18|",ASAP-0031224,Train,4.48,4.39
"C[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12 |a:1,3,6|",ASAP-0031226,Train,4.82,5.38
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C[C@H]2C1 |&1:15,&2:17|",ASAP-0031229,Train,4.23,4.19
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2COC[C@H]1C2 |&1:16,&2:20|",ASAP-0031239,Train,4.07,4.14
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]1C2 |&1:16,&2:20|",ASAP-0031240,Train,5.06,4.97
CC1(O)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031241,Train,4.38,4.62
"CO[C@@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC[C@H]1C |&1:2,20|",ASAP-0031251,Train,4.45,5.07
"CC1(C)[C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21 |&1:3,&2:20|",ASAP-0031259,Train,5.2,5.46
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C[C@@H]1[C@@H]1C[C@H]21 |&1:15,17,18,20|",ASAP-0031260,Train,4.06,4.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CF)CC1,ASAP-0031275,Train,5.16,5.63
COCC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031276,Train,4.1,4.93
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@H](O)C[C@H]2C1 |&1:16,21,&2:18|",ASAP-0031279,Train,4.87,4.16
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1CC1 |&1:21|,ASAP-0031289,Train,5.1,6.49
CC1=CC=C2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CCC2=N1,ASAP-0031322,Train,4.35,4.44
O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](O)C2CC1C2 |&1:15|,ASAP-0031354,Train,4.31,
CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |&1:3|,ASAP-0031357,Train,5.53,6.86
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2[C@H](F)[C@H]2C1 |&1:16,&2:17,&3:19|",ASAP-0031367,Train,5.15,5.2
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@]2(O)C[C@H]2C1 |&1:16,19|",ASAP-0031393,Train,4.61,
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=C(C(F)(F)F)S1 |a:9,32|",ASAP-0031398,Train,7.22,7.34
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=C(C(F)(F)F)C=C2C1,ASAP-0031418,Train,4.24,4.4
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC(C(F)(F)F)=CC=C2C1,ASAP-0031433,Train,4.26,4.13
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=CC=C2C1,ASAP-0031444,Train,4.28,4.26
C[C@H]1CC2=C(C=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0031445,Train,5.21,6.48
C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0031463,Train,4.28,4.34
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=C(O)C=C2C1,ASAP-0031472,Train,4.24,
CC1=CN=C2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2=C1,ASAP-0031482,Train,4.76,5.03
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |&1:1|,ASAP-0031506,Train,4.48,5.7
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1 |&1:21|,ASAP-0031522,Train,5.56,6.88
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC(F)(F)F)CC1,ASAP-0031552,Train,4.41,5.69
CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,ASAP-0031557,Train,4.6,5.49
COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |&1:3|,ASAP-0031592,Train,5.23,6.3
"O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:27,33|",ASAP-0031617,Train,5.1,5.55
C[C@H]1CC2=C(C=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0031647,Train,4.51,5.16
C[C@H]1CC2=C(C=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0031648,Train,5.29,6.7
C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0031702,Train,4.27,4.09
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NC=C(Cl)C=C2C1,ASAP-0031722,Train,4.29,4.48
CNC(=O)C[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:5|,ASAP-0031745,Train,4.25,
CC(C)(F)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031748,Train,4.6,6.02
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@@H](C(F)(F)F)C1 |a:17|,ASAP-0031750,Train,4.0,4.74
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |o1:1,19|",ASAP-0031755,Train,4.88,5.26
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |o1:1,19|",ASAP-0031756,Train,4.57,4.9
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(F)(F)F)CC1 |&1:17|,ASAP-0031759,Train,5.59,6.33
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |o1:1|,ASAP-0031760,Train,4.21,5.34
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |o1:1|,ASAP-0031761,Train,4.6,5.92
C#CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031776,Train,4.99,5.33
N#CC[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,ASAP-0031778,Train,4.3,4.34
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCO)C1 |a:17|,ASAP-0031785,Train,4.26,4.1
CCC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031790,Train,5.3,6.13
O=C(CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12)N1CCCC1,ASAP-0031798,Train,4.87,5.75
CNC(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0031815,Train,4.64,5.36
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C |o1:1,19|",ASAP-0031832,Train,4.61,4.97
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C |o1:1,19|",ASAP-0031833,Train,5.19,6.17
"CC[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,4|",ASAP-0031834,Train,5.59,5.64
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(F)(F)F)C1 |a:17|,ASAP-0031839,Train,4.62,5.43
"CO[C@H]1C[C@H](O)CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:2,4|",ASAP-0031852,Train,4.17,
NC(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,ASAP-0031855,Train,4.24,4.06
CNC(=O)C[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,ASAP-0031863,Train,4.9,
CC1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031865,Train,5.14,6.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1CC1 |o1:21|,ASAP-0031869,Train,4.68,5.32
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1CC1 |o1:21|,ASAP-0031870,Train,5.41,6.73
"CO[C@@H]1C[C@H](O)CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:2,4|",ASAP-0031873,Train,4.2,
NC(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0031877,Train,4.74,5.48
CC(C)CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031878,Train,4.46,5.31
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCOC2)CC1 |o1:17|,ASAP-0031881,Train,4.25,4.57
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCOC2)CC1 |o1:17|,ASAP-0031882,Train,4.27,4.68
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC2(CC2)C1,ASAP-0031887,Train,4.11,4.41
CC(=O)N[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031888,Train,4.24,
NC(=O)O[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031893,Train,4.26,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@@H](CCO)C1 |a:17|,ASAP-0031894,Train,4.27,
"CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:21,27|",ASAP-0031916,Train,5.57,6.38
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@H]2CCCC[C@H]2C1 |a:16,21|",ASAP-0031917,Train,4.6,6.09
CNC(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031918,Train,4.22,
"C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]1C |o1:1,19|",ASAP-0031920,Train,4.4,5.06
O=C(O)C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031932,Train,4.22,
C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0000175,Test,5.52,5.57
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=C(C=CC(F)=C2)C1=O,ASAP-0000272,Test,6.47,
"CNC(=O)CN1C[C@]2(CCN(C3=CN=CC4=CC=C(OC[C@H](O)CN(C)C)C=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |&1:7,&2:21|",ASAP-0000528,Test,5.8,7.44
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC=C2C1=O,ASAP-0000541,Test,5.81,6.48
